Dataset,Algorithm,CV_fold,HP_vals,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training_time,Inference_time
echocardiogram,Pystacknet,1,"{'RandomForestClassifier_est_1': 100, 'ExtraTreesClassifier_est': 400, 'verbose': 0}",0.7692307692307693,0.625,0.375,1.0,0.36111111111111116,0.29166666666666663,2.1572934156283736,42.50055701973346
echocardiogram,Pystacknet,2,"{'RandomForestClassifier_est_1': 350, 'ExtraTreesClassifier_est': 150, 'verbose': 0}",0.7692307692307693,0.6944444444444444,0.3055555555555556,0.6666666666666666,0.6111111111111112,0.54375,1.8581521473824978,28.276643214317467
echocardiogram,Pystacknet,3,"{'RandomForestClassifier_est_1': 350, 'ExtraTreesClassifier_est': 100, 'verbose': 0}",0.7692307692307693,0.625,0.375,1.0,0.6111111111111112,0.548051948051948,2.477822979912162,28.049961377221805
echocardiogram,Pystacknet,4,"{'RandomForestClassifier_est_1': 400, 'ExtraTreesClassifier_est': 250, 'verbose': 0}",0.9230769230769231,0.875,0.125,1.0,0.4444444444444444,0.3671016483516484,1.9809875981882215,30.56562878191471
echocardiogram,Pystacknet,5,"{'RandomForestClassifier_est_1': 450, 'ExtraTreesClassifier_est': 350, 'verbose': 0}",0.6153846153846154,0.5833333333333333,0.41666666666666663,0.4,0.4444444444444444,0.34090909090909094,2.5262721618637443,19.049717901417843
echocardiogram,Pystacknet,6,"{'RandomForestClassifier_est_1': 400, 'ExtraTreesClassifier_est': 100, 'verbose': 0}",0.7692307692307693,0.6944444444444444,0.3055555555555556,0.6666666666666666,0.6944444444444444,0.698051948051948,1.9838224705308676,45.14304892374919
echocardiogram,Pystacknet,7,"{'RandomForestClassifier_est_1': 350, 'ExtraTreesClassifier_est': 200, 'verbose': 0}",0.9230769230769231,0.875,0.125,1.0,0.3333333333333333,0.29491341991341996,3.3173001129180193,21.542393100949432
echocardiogram,Pystacknet,8,"{'RandomForestClassifier_est_1': 200, 'ExtraTreesClassifier_est': 400, 'verbose': 0}",0.8461538461538461,0.8,0.2,1.0,0.475,0.5119408369408369,1.9011654648929834,42.21070364404183
echocardiogram,Pystacknet,9,"{'RandomForestClassifier_est_1': 300, 'ExtraTreesClassifier_est': 400, 'verbose': 0}",0.8461538461538461,0.8,0.2,1.0,0.55,0.5902564102564103,2.2099090721458197,28.283283615914677
braziltourism,Pystacknet,0,"{'RandomForestClassifier_est_1': 400, 'ExtraTreesClassifier_est': 400, 'verbose': 0}",0.7804878048780488,0.25,0.25,0.1951219512195122,0.6810121965452847,0.7250733130169261,5.489185109734535,9.482429476409424
braziltourism,Pystacknet,1,"{'RandomForestClassifier_est_1': 200, 'ExtraTreesClassifier_est': 250, 'verbose': 0}",0.7804878048780488,0.2421875,0.16666666666666666,0.1951219512195122,0.5188287815126049,0.5847598901057101,3.0950550995767117,13.111221058884771
braziltourism,Pystacknet,2,"{'RandomForestClassifier_est_1': 150, 'ExtraTreesClassifier_est': 450, 'verbose': 0}",0.7804878048780488,0.25,0.25,0.1951219512195122,0.5055441086691086,0.5313465469370858,3.1077264258638024,12.718145962713695
braziltourism,Pystacknet,3,"{'RandomForestClassifier_est_1': 350, 'ExtraTreesClassifier_est': 150, 'verbose': 0}",0.7560975609756098,0.234375,0.2387152777777778,0.3223684210526316,0.44261294261294265,0.5093925252874595,3.3455954305827618,5.887628850958697
braziltourism,Pystacknet,4,"{'RandomForestClassifier_est_1': 450, 'ExtraTreesClassifier_est': 200, 'verbose': 0}",0.7804878048780488,0.2421875,0.20833333333333334,0.4487179487179487,0.6833180708180708,0.6878502430991525,4.508837300352752,7.546699583166983
braziltourism,Pystacknet,5,"{'RandomForestClassifier_est_1': 450, 'ExtraTreesClassifier_est': 200, 'verbose': 0}",0.8,0.3333333333333333,0.25,0.26666666666666666,0.6747828517371861,0.6895449282193483,2.6606896109879017,14.313384098932147
braziltourism,Pystacknet,6,"{'RandomForestClassifier_est_1': 400, 'ExtraTreesClassifier_est': 100, 'verbose': 0}",0.8,0.3333333333333333,0.25,0.26666666666666666,0.5258965428276574,0.668407898613003,1.8416815726086497,8.22519096545875
braziltourism,Pystacknet,7,"{'RandomForestClassifier_est_1': 250, 'ExtraTreesClassifier_est': 200, 'verbose': 0}",0.8,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.5612261351909186,0.6002871910334601,1.8254588283598423,7.908786926418544
braziltourism,Pystacknet,8,"{'RandomForestClassifier_est_1': 300, 'ExtraTreesClassifier_est': 100, 'verbose': 0}",0.775,0.25,0.25,0.1987179487179487,0.6560536237955592,0.63483990215554,4.089317854493856,8.724535931833088
braziltourism,Pystacknet,9,"{'RandomForestClassifier_est_1': 100, 'ExtraTreesClassifier_est': 150, 'verbose': 0}",0.775,0.25,0.16666666666666666,0.1987179487179487,0.6909846425975458,0.7440804491391527,3.2652377150952816,12.688219198025763
chscase_vine1,Pystacknet,0,"{'RandomForestClassifier_est_1': 150, 'ExtraTreesClassifier_est': 450, 'verbose': 0}",0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6,0.7777777777777779,0.8055555555555556,3.3105670530349016,55.57234678417444
chscase_vine1,Pystacknet,1,"{'RandomForestClassifier_est_1': 200, 'ExtraTreesClassifier_est': 450, 'verbose': 0}",0.8333333333333334,0.8333333333333333,0.16666666666666666,1.0,0.22222222222222224,0.4666666666666667,1.9084465662017465,84.73314608757694
chscase_vine1,Pystacknet,2,"{'RandomForestClassifier_est_1': 300, 'ExtraTreesClassifier_est': 100, 'verbose': 0}",0.8,0.75,0.25,0.75,0.5,0.6944444444444444,2.222471196204424,58.03609788417816
chscase_vine1,Pystacknet,3,"{'RandomForestClassifier_est_1': 350, 'ExtraTreesClassifier_est': 350, 'verbose': 0}",0.8,0.8333333333333333,0.16666666666666666,1.0,0.0,0.4777777777777778,2.422568046487868,117.84431859850883
chscase_vine1,Pystacknet,4,"{'RandomForestClassifier_est_1': 350, 'ExtraTreesClassifier_est': 450, 'verbose': 0}",0.8,0.8333333333333333,0.16666666666666666,0.6666666666666666,0.08333333333333334,0.325,2.7705761399120092,44.7253430262208
chscase_vine1,Pystacknet,5,"{'RandomForestClassifier_est_1': 450, 'ExtraTreesClassifier_est': 150, 'verbose': 0}",1.0,1.0,0.0,1.0,0.33333333333333337,0.45,2.143680552020669,97.31741901487112
chscase_vine1,Pystacknet,6,"{'RandomForestClassifier_est_1': 400, 'ExtraTreesClassifier_est': 450, 'verbose': 0}",0.8,0.8333333333333333,0.16666666666666666,0.6666666666666666,0.6666666666666667,0.5833333333333333,2.5397930489853024,52.404860965907574
chscase_vine1,Pystacknet,7,"{'RandomForestClassifier_est_1': 350, 'ExtraTreesClassifier_est': 250, 'verbose': 0}",0.8,0.8333333333333333,0.16666666666666666,0.6666666666666666,0.33333333333333337,0.41666666666666663,1.764139291830361,89.34322744607925
chscase_vine1,Pystacknet,8,"{'RandomForestClassifier_est_1': 300, 'ExtraTreesClassifier_est': 200, 'verbose': 0}",0.6,0.5,0.5,0.0,0.33333333333333337,0.41666666666666663,1.7705635074526072,80.45791182667017
